GEO_NAME,income,Shelter-cost-to-income-ratio,tenure,fraction
Calgary,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,6590,0.215570821
Calgary,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,4525,0.15040718
Calgary,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,2870,0.099860821
Calgary,"$100,000 and over",Spending 30% or more of income on shelter costs,5115,0.019737985
Strathmore,"Under $10,000",Spending 30% or more of income on shelter costs,65,0.866666667
Strathmore,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,110,0.814814815
Strathmore,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,195,0.672413793
Strathmore,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,200,0.540540541
Strathmore,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,160,0.421052632
Strathmore,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,110,0.314285714
Strathmore,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,85,0.26984127
Strathmore,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,55,0.150684932
Strathmore,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,10,0.028169014
Strathmore,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,25,0.072463768
Strathmore,"$100,000 and over",Spending 30% or more of income on shelter costs,20,0.009195402
Canmore,"Under $10,000",Spending 30% or more of income on shelter costs,60,0.666666667
Canmore,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,140,0.875
Canmore,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,200,0.816326531
Canmore,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,170,0.607142857
Canmore,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,120,0.369230769
Canmore,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,180,0.423529412
Canmore,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,120,0.32
Canmore,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,80,0.210526316
Canmore,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,35,0.120689655
Canmore,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,40,0.121212121
Canmore,"$100,000 and over",Spending 30% or more of income on shelter costs,90,0.031690141
Red Deer,"Under $10,000",Spending 30% or more of income on shelter costs,740,0.778947368
Red Deer,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1395,0.871875
Red Deer,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1995,0.726775956
Red Deer,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1415,0.54318618
Red Deer,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,1110,0.401446655
Red Deer,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,795,0.287522604
Red Deer,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,515,0.198076923
Red Deer,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,365,0.138519924
Red Deer,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,185,0.078891258
Red Deer,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,110,0.049107143
Red Deer,"$100,000 and over",Spending 30% or more of income on shelter costs,145,0.008667065
Sylvan Lake,"Under $10,000",Spending 30% or more of income on shelter costs,100,0.833333333
Sylvan Lake,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,120,0.857142857
Sylvan Lake,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,225,0.818181818
Sylvan Lake,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,225,0.652173913
Sylvan Lake,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,175,0.546875
Sylvan Lake,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,150,0.422535211
Sylvan Lake,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,85,0.26984127
Sylvan Lake,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,50,0.135135135
Sylvan Lake,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,40,0.137931034
Sylvan Lake,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,45,0.109756098
Sylvan Lake,"$100,000 and over",Spending 30% or more of income on shelter costs,30,0.010434783
Lacombe,"Under $10,000",Spending 30% or more of income on shelter costs,40,0.727272727
Lacombe,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,115,0.92
Lacombe,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,245,0.653333333
Lacombe,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,75,0.348837209
Lacombe,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,115,0.323943662
Lacombe,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,100,0.298507463
Lacombe,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,60,0.19047619
Lacombe,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,60,0.214285714
Lacombe,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,20,0.068965517
Lacombe,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,35,0.132075472
Lacombe,"$100,000 and over",Spending 30% or more of income on shelter costs,30,0.013793103
Camrose,"Under $10,000",Spending 30% or more of income on shelter costs,95,0.76
Camrose,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,295,0.830985915
Camrose,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,590,0.659217877
Camrose,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,320,0.460431655
Camrose,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,210,0.333333333
Camrose,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,140,0.259259259
Camrose,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,80,0.139130435
Camrose,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,40,0.076190476
Camrose,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,25,0.048543689
Camrose,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.036585366
Camrose,"$100,000 and over",Spending 30% or more of income on shelter costs,25,0.008960573
Edmonton,"Under $10,000",Spending 30% or more of income on shelter costs,8690,0.77902286
Edmonton,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,14575,0.87118948
Edmonton,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,21040,0.725767506
Edmonton,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,16255,0.590446785
Edmonton,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,13645,0.457042371
Edmonton,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,10960,0.343358396
Edmonton,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,8150,0.254290172
Edmonton,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,5635,0.184542328
Edmonton,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,3550,0.120748299
Edmonton,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,2335,0.082801418
Edmonton,"$100,000 and over",Spending 30% or more of income on shelter costs,3955,0.016773756
Lloydminster,"Under $10,000",Spending 30% or more of income on shelter costs,225,0.849056604
Lloydminster,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,385,0.875
Lloydminster,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,480,0.657534247
Lloydminster,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,405,0.54
Lloydminster,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,280,0.397163121
Lloydminster,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,200,0.25
Lloydminster,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,200,0.228571429
Lloydminster,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,155,0.221428571
Lloydminster,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,120,0.149068323
Lloydminster,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,40,0.045714286
Lloydminster,"$100,000 and over",Spending 30% or more of income on shelter costs,85,0.014061208
Lloydminster (Saskatchewan part),"Under $10,000",Spending 30% or more of income on shelter costs,130,0.896551724
Lloydminster (Saskatchewan part),"$10,000 to $19,999",Spending 30% or more of income on shelter costs,190,0.826086957
Lloydminster (Saskatchewan part),"$20,000 to $29,999",Spending 30% or more of income on shelter costs,200,0.689655172
Lloydminster (Saskatchewan part),"$30,000 to $39,999",Spending 30% or more of income on shelter costs,185,0.528571429
Lloydminster (Saskatchewan part),"$40,000 to $49,999",Spending 30% or more of income on shelter costs,135,0.428571429
Lloydminster (Saskatchewan part),"$50,000 to $59,999",Spending 30% or more of income on shelter costs,85,0.215189873
Lloydminster (Saskatchewan part),"$60,000 to $69,999",Spending 30% or more of income on shelter costs,65,0.178082192
Lloydminster (Saskatchewan part),"$70,000 to $79,999",Spending 30% or more of income on shelter costs,65,0.183098592
Lloydminster (Saskatchewan part),"$80,000 to $89,999",Spending 30% or more of income on shelter costs,40,0.098765432
Lloydminster (Saskatchewan part),"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.04494382
Lloydminster (Saskatchewan part),"$100,000 and over",Spending 30% or more of income on shelter costs,20,0.008888889
Lloydminster (Alberta part),"Under $10,000",Spending 30% or more of income on shelter costs,95,0.791666667
Lloydminster (Alberta part),"$10,000 to $19,999",Spending 30% or more of income on shelter costs,195,0.928571429
Lloydminster (Alberta part),"$20,000 to $29,999",Spending 30% or more of income on shelter costs,285,0.647727273
Lloydminster (Alberta part),"$30,000 to $39,999",Spending 30% or more of income on shelter costs,220,0.55
Lloydminster (Alberta part),"$40,000 to $49,999",Spending 30% or more of income on shelter costs,140,0.35443038
Lloydminster (Alberta part),"$50,000 to $59,999",Spending 30% or more of income on shelter costs,120,0.296296296
Lloydminster (Alberta part),"$60,000 to $69,999",Spending 30% or more of income on shelter costs,135,0.264705882
Lloydminster (Alberta part),"$70,000 to $79,999",Spending 30% or more of income on shelter costs,85,0.246376812
Lloydminster (Alberta part),"$80,000 to $89,999",Spending 30% or more of income on shelter costs,80,0.202531646
Lloydminster (Alberta part),"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.046511628
Lloydminster (Alberta part),"$100,000 and over",Spending 30% or more of income on shelter costs,60,0.015789474
Cold Lake,"Under $10,000",Spending 30% or more of income on shelter costs,20,0.571428571
Cold Lake,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,80,1
Cold Lake,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,135,0.692307692
Cold Lake,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,135,0.519230769
Cold Lake,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,85,0.485714286
Cold Lake,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,90,0.339622642
Cold Lake,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,60,0.19047619
Cold Lake,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,45,0.103448276
Cold Lake,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,50,0.153846154
Cold Lake,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,45,0.12
Cold Lake,"$100,000 and over",Spending 30% or more of income on shelter costs,50,0.016
Grande Prairie,"Under $10,000",Spending 30% or more of income on shelter costs,245,0.7
Grande Prairie,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,590,0.861313869
Grande Prairie,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,995,0.818930041
Grande Prairie,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,725,0.596707819
Grande Prairie,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,565,0.5
Grande Prairie,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,470,0.398305085
Grande Prairie,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,355,0.288617886
Grande Prairie,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,220,0.173228346
Grande Prairie,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,215,0.159851301
Grande Prairie,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,115,0.083333333
Grande Prairie,"$100,000 and over",Spending 30% or more of income on shelter costs,115,0.009072978
Wood Buffalo,"Under $10,000",Spending 30% or more of income on shelter costs,300,0.625
Wood Buffalo,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,280,0.708860759
Wood Buffalo,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,305,0.685393258
Wood Buffalo,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,285,0.647727273
Wood Buffalo,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,275,0.56122449
Wood Buffalo,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,250,0.537634409
Wood Buffalo,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,260,0.422764228
Wood Buffalo,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,145,0.287128713
Wood Buffalo,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,155,0.2421875
Wood Buffalo,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,170,0.274193548
Wood Buffalo,"$100,000 and over",Spending 30% or more of income on shelter costs,700,0.033120416
Wetaskiwin,"Under $10,000",Spending 30% or more of income on shelter costs,75,0.789473684
Wetaskiwin,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,220,0.88
Wetaskiwin,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,415,0.728070175
Wetaskiwin,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,210,0.424242424
Wetaskiwin,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,160,0.355555556
Wetaskiwin,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,65,0.166666667
Wetaskiwin,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,65,0.154761905
Wetaskiwin,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,25,0.089285714
Wetaskiwin,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,20,0.059701493
Wetaskiwin,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,15,0.050847458
Wetaskiwin,"$100,000 and over",Spending 30% or more of income on shelter costs,0,0
Cranbrook,"Under $10,000",Spending 30% or more of income on shelter costs,200,0.869565217
Cranbrook,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,495,0.717391304
Cranbrook,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,475,0.524861878
Cranbrook,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,330,0.341968912
Cranbrook,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,160,0.183908046
Cranbrook,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,150,0.171428571
Cranbrook,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,65,0.083333333
Cranbrook,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,35,0.051094891
Cranbrook,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,35,0.049295775
Cranbrook,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,25,0.03968254
Cranbrook,"$100,000 and over",Spending 30% or more of income on shelter costs,50,0.013774105
Nelson,"Under $10,000",Spending 30% or more of income on shelter costs,230,0.884615385
Nelson,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,620,0.770186335
Nelson,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,485,0.567251462
Nelson,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,285,0.358490566
Nelson,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,255,0.3
Nelson,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,120,0.180451128
Nelson,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,100,0.166666667
Nelson,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,90,0.152542373
Nelson,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,20,0.043956044
Nelson,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.057142857
Nelson,"$100,000 and over",Spending 30% or more of income on shelter costs,20,0.00973236
Penticton,"Under $10,000",Spending 30% or more of income on shelter costs,335,0.881578947
Penticton,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1330,0.745098039
Penticton,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1240,0.561085973
Penticton,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,835,0.356837607
Penticton,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,380,0.208791209
Penticton,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,365,0.198910082
Penticton,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,230,0.149837134
Penticton,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,130,0.092857143
Penticton,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,70,0.0657277
Penticton,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,30,0.031578947
Penticton,"$100,000 and over",Spending 30% or more of income on shelter costs,60,0.013143483
Kelowna,"Under $10,000",Spending 30% or more of income on shelter costs,1655,0.837974684
Kelowna,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,3275,0.715846995
Kelowna,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,3855,0.558695652
Kelowna,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,3040,0.433975732
Kelowna,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,2465,0.347672779
Kelowna,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,1685,0.262461059
Kelowna,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,1250,0.206100577
Kelowna,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,840,0.146724891
Kelowna,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,655,0.132725431
Kelowna,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,385,0.083695652
Kelowna,"$100,000 and over",Spending 30% or more of income on shelter costs,710,0.027208277
Vernon,"Under $10,000",Spending 30% or more of income on shelter costs,415,0.783018868
Vernon,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1615,0.787804878
Vernon,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1330,0.54396728
Vernon,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,855,0.338613861
Vernon,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,570,0.232653061
Vernon,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,445,0.208430913
Vernon,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,255,0.137096774
Vernon,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,135,0.081570997
Vernon,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,100,0.05899705
Vernon,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,40,0.02919708
Vernon,"$100,000 and over",Spending 30% or more of income on shelter costs,130,0.017426273
Salmon Arm,"Under $10,000",Spending 30% or more of income on shelter costs,105,0.913043478
Salmon Arm,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,485,0.795081967
Salmon Arm,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,340,0.444444444
Salmon Arm,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,225,0.267857143
Salmon Arm,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,145,0.223076923
Salmon Arm,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,110,0.181818182
Salmon Arm,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,55,0.096491228
Salmon Arm,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,60,0.100840336
Salmon Arm,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,10,0.024390244
Salmon Arm,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,20,0.050632911
Salmon Arm,"$100,000 and over",Spending 30% or more of income on shelter costs,20,0.010075567
Kamloops,"Under $10,000",Spending 30% or more of income on shelter costs,980,0.852173913
Kamloops,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2215,0.779929577
Kamloops,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1675,0.560200669
Kamloops,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1455,0.403047091
Kamloops,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,985,0.294029851
Kamloops,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,750,0.219941349
Kamloops,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,450,0.143769968
Kamloops,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,235,0.08348135
Kamloops,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,205,0.075785582
Kamloops,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,115,0.050549451
Kamloops,"$100,000 and over",Spending 30% or more of income on shelter costs,140,0.009598903
Chilliwack,"Under $10,000",Spending 30% or more of income on shelter costs,785,0.785
Chilliwack,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2155,0.726812816
Chilliwack,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1845,0.531700288
Chilliwack,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1280,0.332036316
Chilliwack,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,890,0.250704225
Chilliwack,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,705,0.217928903
Chilliwack,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,435,0.153169014
Chilliwack,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,320,0.111692845
Chilliwack,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,210,0.080152672
Chilliwack,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,100,0.043956044
Chilliwack,"$100,000 and over",Spending 30% or more of income on shelter costs,240,0.021768707
Abbotsford - Mission,"Under $10,000",Spending 30% or more of income on shelter costs,1570,0.928994083
Abbotsford - Mission,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,3160,0.830486202
Abbotsford - Mission,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,2865,0.587090164
Abbotsford - Mission,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1865,0.374874372
Abbotsford - Mission,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,1515,0.302093719
Abbotsford - Mission,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,1175,0.251605996
Abbotsford - Mission,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,1065,0.226595745
Abbotsford - Mission,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,825,0.190092166
Abbotsford - Mission,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,615,0.15018315
Abbotsford - Mission,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,345,0.093622795
Abbotsford - Mission,"$100,000 and over",Spending 30% or more of income on shelter costs,665,0.032009627
Vancouver,"Under $10,000",Spending 30% or more of income on shelter costs,40295,0.925470831
Vancouver,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,57555,0.856027367
Vancouver,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,49380,0.692178301
Vancouver,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,40045,0.547736288
Vancouver,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,31110,0.42578526
Vancouver,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,22450,0.322975111
Vancouver,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,17215,0.260458431
Vancouver,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,12365,0.204956075
Vancouver,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,9050,0.166009355
Vancouver,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,6830,0.138525505
Vancouver,"$100,000 and over",Spending 30% or more of income on shelter costs,18650,0.056030404
Squamish,"Under $10,000",Spending 30% or more of income on shelter costs,185,0.902439024
Squamish,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,240,0.842105263
Squamish,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,275,0.679012346
Squamish,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,200,0.465116279
Squamish,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,175,0.460526316
Squamish,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,180,0.307692308
Squamish,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,150,0.277777778
Squamish,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,115,0.252747253
Squamish,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,80,0.153846154
Squamish,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,100,0.215053763
Squamish,"$100,000 and over",Spending 30% or more of income on shelter costs,170,0.054750403
Victoria,"Under $10,000",Spending 30% or more of income on shelter costs,4930,0.909594096
Victoria,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,9510,0.859466787
Victoria,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,9045,0.688356164
Victoria,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,6500,0.491307634
Victoria,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,4535,0.330901131
Victoria,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,3035,0.233641263
Victoria,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,2260,0.195586326
Victoria,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,1700,0.153015302
Victoria,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,1290,0.130898021
Victoria,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,975,0.110984633
Victoria,"$100,000 and over",Spending 30% or more of income on shelter costs,1780,0.03430664
Duncan,"Under $10,000",Spending 30% or more of income on shelter costs,410,0.872340426
Duncan,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,1130,0.699690402
Duncan,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,1080,0.5625
Duncan,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,600,0.323450135
Duncan,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,455,0.244623656
Duncan,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,255,0.165048544
Duncan,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,205,0.142857143
Duncan,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,125,0.104166667
Duncan,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,40,0.033057851
Duncan,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,35,0.040462428
Duncan,"$100,000 and over",Spending 30% or more of income on shelter costs,70,0.014690451
Nanaimo,"Under $10,000",Spending 30% or more of income on shelter costs,1275,0.904255319
Nanaimo,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,2845,0.807092199
Nanaimo,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,2555,0.609785203
Nanaimo,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,1805,0.411630559
Nanaimo,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,1110,0.261792453
Nanaimo,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,765,0.202917772
Nanaimo,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,445,0.13107511
Nanaimo,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,290,0.096345515
Nanaimo,"$80,000 to $89,999",Spending 30% or more of income on shelter costs,220,0.080882353
Nanaimo,"$90,000 to $99,999",Spending 30% or more of income on shelter costs,105,0.042682927
Nanaimo,"$100,000 and over",Spending 30% or more of income on shelter costs,160,0.01348504
Parksville,"Under $10,000",Spending 30% or more of income on shelter costs,270,0.947368421
Parksville,"$10,000 to $19,999",Spending 30% or more of income on shelter costs,585,0.75974026
Parksville,"$20,000 to $29,999",Spending 30% or more of income on shelter costs,645,0.492366412
Parksville,"$30,000 to $39,999",Spending 30% or more of income on shelter costs,535,0.355481728
Parksville,"$40,000 to $49,999",Spending 30% or more of income on shelter costs,270,0.20610687
Parksville,"$50,000 to $59,999",Spending 30% or more of income on shelter costs,165,0.12406015
Parksville,"$60,000 to $69,999",Spending 30% or more of income on shelter costs,95,0.075098814
Parksville,"$70,000 to $79,999",Spending 30% or more of income on shelter costs,65,0.064356436
